YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,2640,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,2363,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,5003,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1272,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,974,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,504,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,591,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,1545,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7517,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,17939,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,25456,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,967,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,10472,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6454,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2148,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,1568,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,3801,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,77,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,37539,0,174,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,44093,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,81632,0,372,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,84,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,2653,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,23990,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,17319,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,8655,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8050,0,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,20834,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,66,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,39779,0,2250,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,51803,0,2115,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,182,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,204,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,91582,0,4365,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,3597,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,107,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,29815,0,1155,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,18305,0,860,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7017,0,445,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7189,0,501,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,25573,0,1304,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W04,1146,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13608,0,6101,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,2597,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,13243,0,10983,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,3743,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,26851,0,17084,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,1270,0,687,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,7489,0,6145,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,1555,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,4463,0,4110,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,974,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,607,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1639,0,1644,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,1565,0,1280,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,363,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10404,0,3177,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,5160,0,31823,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,1260,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,11439,0,44004,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,381,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,16599,0,75827,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,1641,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,904,0,2610,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,227,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,6303,0,24491,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4182,0,16788,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1568,0,7675,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,1182,0,6715,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,35,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1180,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,2410,0,17433,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,579,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,1714,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,5654,0,36239,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,7691,0,49212,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,9703,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2200,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,13345,0,85451,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10282,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,3914,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,2167,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,588,0,3306,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,4279,0,28293,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,5079,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,1254,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,850,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2783,0,17534,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2439,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,569,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,307,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,1360,0,6776,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,1404,0,6365,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,439,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,968,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,2890,0,23098,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W07,2269,0,1,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,21893,0,19703,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2365,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,29352,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,4227,0,18687,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,1532,0,176,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,3897,0,195,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,26120,0,38390,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,31621,0,2,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,3573,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,269,0,1620,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,16674,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2328,0,10411,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,809,0,106,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,1593,0,6626,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,652,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,9043,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,505,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,1424,0,2672,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,2189,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,587,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,2658,0,3063,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,69,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,11,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,17811,0,13968,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,2640,0,1069,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,38988,0,5423,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,4575,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,1731,0,2568,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,51388,0,2,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4279,0,11143,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,55963,0,2,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4371,0,3637,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,43267,0,16566,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,122,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,6960,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,247,0,894,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,29047,0,2,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,2227,0,6080,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,812,0,1536,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,15257,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1764,0,4119,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,793,0,955,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,1925,0,1636,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,954,0,596,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4330,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,3618,0,1230,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,911,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,225,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,33445,0,2557,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,775,0,308,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,20,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,5330,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,82014,0,5408,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,4394,0,1169,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,47122,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,6973,0,7456,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,3206,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,52452,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,88987,0,12864,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,7600,0,1354,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,391,0,586,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,5175,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,26724,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3064,0,4134,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,1608,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,15135,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,3444,0,2703,0,91260,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,1298,0,70,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,4428,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,4062,0,1253,0,91260,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,1158,0,33,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,763,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,2343,0,29,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,6990,0,1325,0,91260,AT,8901064,AT,Age70_79,COM,769199
2021-W09,893,0,1107,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W09,70962,0,2830,0,91260,AT,8901064,AT,Age80+,COM,474047
2021-W09,139,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W10,92117,0,21309,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,4837,0,1626,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,17507,0,10,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,57155,0,12,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,42499,0,4753,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,6012,0,2039,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,134616,0,26062,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,10849,0,3665,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,74662,0,22,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,5020,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,4783,0,282,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,580,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,33718,0,9,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,22803,0,2647,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,3418,0,1145,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,18304,0,2,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,13711,0,1789,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,1985,0,815,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,1733,0,282,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,14482,0,1423,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,10091,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,2719,0,393,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,23645,0,2594,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,6709,0,2,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,385,0,951,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W10,53990,0,17292,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,707,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W11,23020,0,13,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,72654,0,37584,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,15049,0,2311,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,14130,0,4142,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,11752,0,1707,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,47286,0,26,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,70306,0,39,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,26801,0,4018,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W11,86784,0,41726,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,3253,0,2,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,1044,0,258,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,1214,0,88,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,27187,0,14,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,6605,0,2175,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,5791,0,937,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,4685,0,680,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,6220,0,1669,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,16796,0,10,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,10689,0,6,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,12775,0,1816,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,4646,0,498,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,9372,0,1,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,7261,0,582,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,30623,0,3495,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,2959,0,6,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W11,3142,0,1231,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W11,29256,0,32273,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W12,40425,0,77592,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,30436,0,70,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,11076,0,2408,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,8731,0,1548,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,15228,0,6578,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,41578,0,22,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,55653,0,84170,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,19807,0,3956,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,72014,0,92,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,821,0,105,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,969,0,368,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,3234,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,22752,0,6,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W12,4739,0,727,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,7796,0,2916,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,3142,0,710,0,74400,AT,8901064,AT,Age50_59,MOD,1396889
2021-W12,6291,0,3225,0,128700,AT,8901064,AT,Age50_59,COM,1396889
